Site ID;Sample ID;Sampling date;Taxon name;Taxon ID;Abundance;Definition of abundance class;Abundance class;Site_ID_Ellen
ST_2115094;;09.05.2005;Pisidium sp.;6425;0,8;;;108000157
ST_2115094;;09.05.2005;Adicella reducta;4212;0,8;;;108000157
ST_2115094;;09.05.2005;Amphinemura standfussi;4294;4;;;108000157
ST_2115094;;09.05.2005;Athripsodes cinereus;4369;0,8;;;108000157
ST_2115094;;09.05.2005;Baetis rhodani;4415;4;;;108000157
ST_2115094;;09.05.2005;Baetis vernus;4427;16;;;108000157
ST_2115094;;09.05.2005;Calopteryx virgo;4532;4;;;108000157
ST_2115094;;09.05.2005;Chironomidae Gen. sp.;4642;0,8;;;108000157
ST_2115094;;09.05.2005;Cordulegaster boltonii;4740;4;;;108000157
ST_2115094;;09.05.2005;Ephemera danica;5124;160;;;108000157
ST_2115094;;09.05.2005;Gammarus pulex;5291;160;;;108000157
ST_2115094;;09.05.2005;Gomphus vulgatissimus;5332;4;;;108000157
ST_2115094;;09.05.2005;Halesus radiatus;5376;4;;;108000157
ST_2115094;;09.05.2005;Heptagenia sulphurea;5457;4;;;108000157
ST_2115094;;09.05.2005;Hydropsyche saxonica;5602;4;;;108000157
ST_2115094;;09.05.2005;Hydropsyche siltalai;5604;16;;;108000157
ST_2115094;;09.05.2005;Hydroptila sp.;5616;4;;;108000157
ST_2115094;;09.05.2005;Isoptena serricornis;5676;0,8;;;108000157
ST_2115094;;09.05.2005;Limnephilus rhombicus rhombicus;5841;0,8;;;108000157
ST_2115094;;09.05.2005;Lype reducta;5921;4;;;108000157
ST_2115094;;09.05.2005;Nemoura cinerea cinerea;6095;4;;;108000157
ST_2115094;;09.05.2005;Paraleptophlebia submarginata;6309;0,8;;;108000157
ST_2115094;;09.05.2005;Polycentropus flavomaculatus flavomaculatus;6468;4;;;108000157
ST_2115094;;09.05.2005;Polycentropus irroratus;6469;16;;;108000157
ST_2115094;;09.05.2005;Potamophylax rotundipennis;6526;4;;;108000157
ST_2115094;;09.05.2005;Protonemura intricata intricata;6606;4;;;108000157
ST_2115094;;09.05.2005;Rhyacophila fasciata fasciata;6765;0,8;;;108000157
ST_2115094;;09.05.2005;Sericostoma sp.;6818;4;;;108000157
ST_2115094;;09.05.2005;Silo nigricornis;6833;16;;;108000157
ST_2115094;;09.05.2005;Simuliidae Gen. sp.;6842;4;;;108000157
ST_2115094;;09.05.2005;Velia caprai caprai;7149;4;;;108000157
ST_2115094;;09.05.2005;Limoniidae Gen. sp.;8483;4;;;108000157
ST_2115094;;09.05.2005;Deronectes latus;17701;0,8;;;108000157
ST_2115094;;09.05.2005;Elmis aenea;17768;0,8;;;108000157
ST_2115094;;09.05.2005;Elodes sp.;17791;4;;;108000157
ST_2115094;;09.05.2005;Orectochilus villosus;18613;4;;;108000157
ST_2115094;;09.05.2005;Oulimnius tuberculatus;18629;4;;;108000157
ST_2115094;;09.05.2005;Potamophylax cingulatus ssp.;19394;4;;;108000157
ST_2115094;;06.03.2006;Adicella reducta;4212;4;;;108000157
ST_2115094;;06.03.2006;Baetis niger;4410;4;;;108000157
ST_2115094;;06.03.2006;Baetis rhodani;4415;4;;;108000157
ST_2115094;;06.03.2006;Calopteryx virgo;4532;4;;;108000157
ST_2115094;;06.03.2006;Capnopsis schilleri schilleri;4555;52;;;108000157
ST_2115094;;06.03.2006;Chironomidae Gen. sp.;4642;0,8;;;108000157
ST_2115094;;06.03.2006;Cordulegaster boltonii;4740;0,8;;;108000157
