"Unique.ID","Samp.ID","Sampling.date","year","month","day","Taxon.name","Abundance"
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"BAETIDAE GEN. SP.",118
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"CAENIDAE GEN. SP.",15
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"CERATOPOGONIDAE GEN. SP.",2
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"CHIRONOMIDAE GEN. SP.",15
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"EPHEMERELLIDAE GEN. SP.",22
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"GAMMARIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"HEPTAGENIIDAE GEN. SP.",4
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"LEPTOPHLEBIIDAE GEN. SP.",25
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"LEUCTRIDAE GEN. SP.",66
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"LIMONIIDAE GEN. SP.",2
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"OLIGOCHAETA GEN. SP.",3
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"RHYACOPHILIDAE GEN. SP.",11
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"SIMULIIDAE GEN. SP.",80
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-23.06.2009","23.06.2009",2009,6,23,"TABANIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"ATHERICIDAE GEN. SP.",3
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"BAETIDAE GEN. SP.",259
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"CHIRONOMIDAE GEN. SP.",410
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"HEPTAGENIIDAE GEN. SP.",55
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"HYDRACHNIDIA GEN. SP.",45
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"HYDROPSYCHIDAE GEN. SP.",4
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"LEUCTRIDAE GEN. SP.",48
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"LIMONIIDAE GEN. SP.",2
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"OLIGOCHAETA GEN. SP.",47
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"PERLODIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"RHYACOPHILIDAE GEN. SP.",23
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"SIMULIIDAE GEN. SP.",4
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"TABANIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.04.2012","03.04.2012",2012,4,3,"TIPULIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"BAETIDAE GEN. SP.",118
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"BERAEIDAE GEN. SP.",3
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"BLEPHARICERIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"CERATOPOGONIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"CHIRONOMIDAE GEN. SP.",61
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"EPHEMERELLIDAE GEN. SP.",15
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"EPHEMERIDAE GEN. SP.",1
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"GOERIDAE GEN. SP.",3
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"HEPTAGENIIDAE GEN. SP.",26
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"HYDRACHNIDIA GEN. SP.",48
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"HYDROPSYCHIDAE GEN. SP.",3
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"LEPTOPHLEBIIDAE GEN. SP.",37
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"LEUCTRIDAE GEN. SP.",18
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"OLIGOCHAETA GEN. SP.",31
"ITA_002_MZB_LO_10","ITA_002_MZB_LO_10-03.05.2013","03.05.2013",2013,5,3,"PHILOPOTAMIDAE GEN. SP.",1
