"Unique.ID","Samp.ID","Sampling.date","year","month","day","Taxon.name","Abundance"
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"AMELETUS SP.",1.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"AMPHINEMURA BOREALIS",36.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"BAETIS NIGER",9
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"BAETIS RHODANI",73.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"CERATOPOGONIDAE GEN. SP.",2.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"DICRANOTA SP.",1
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"DIURA NANSENI",5
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"ELMIS AENEA",10.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"EMPIDIDAE GEN. SP.",5.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"EPHEMERELLA ARONI",14.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"EPHEMERELLA MUCRONATA",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"HEPTAGENIA DALECARLICA",0.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"HYDRACHNIDIA GEN. SP.",2.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"HYDROPTILA SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"ISOPERLA GRAMMATICA",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"LEUCTRA HIPPOPUS",15.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"LIMNEPHILIDAE GEN. SP.",1.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"MUSCIDAE GEN. SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"OLIGOCHAETA GEN. SP.",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"ORTHOCLADIINAE GEN. SP.",78
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"OULIMNIUS SP.",2.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"OULIMNIUS TUBERCULATUS",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"OXYETHIRA SP.",3.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"POLYCENTROPUS FLAVOMACULATUS SSP.",1.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"PROTONEMURA MEYERI",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"PSYCHODIDAE GEN. SP.",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"RHYACOPHILA NUBILA",5.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"SIMULIIDAE GEN. SP.",6.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"TAENIOPTERYX NEBULOSA",3.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"TANYPODINAE GEN. SP.",8.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-29.09.2000","29.09.2000",2000,9,29,"TANYTARSINI GEN. SP.",7.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"AMPHINEMURA BOREALIS",9.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"BAETIS NIGER",7.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"BAETIS RHODANI",10.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"CAPNOPSIS SCHILLERI SSP.",4.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"CENTROPTILUM LUTEOLUM",1.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"CERACLEA ANNULICORNIS",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"CERATOPOGONIDAE GEN. SP.",2.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"DICRANOTA SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"DIURA NANSENI",1.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"ELMIS AENEA",7.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"ELOEOPHILA SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"EMPIDIDAE GEN. SP.",3
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"EPHEMERELLA ARONI",12.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"GYRAULUS ALBUS",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"HEPTAGENIA DALECARLICA",7
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"HYDRACHNIDIA GEN. SP.",2.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"HYDRAENA SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"HYDROPTILA SP.",6.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"ITHYTRICHIA SP.",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"LEPTOPHLEBIA MARGINATA",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"LEPTOPHLEBIA VESPERTINA",2.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"LEUCTRA HIPPOPUS",14.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"LIMNEPHILIDAE GEN. SP.",5.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"NEMOURA AVICULARIS",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"OLIGOCHAETA GEN. SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"ORTHOCLADIINAE GEN. SP.",23.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"OULIMNIUS SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"OULIMNIUS TUBERCULATUS",0.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"OXYETHIRA SP.",1.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"POLYCENTROPUS FLAVOMACULATUS SSP.",2.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"PROTONEMURA MEYERI",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"RADIX SP.",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"RHYACOPHILA FASCIATA SSP.",0.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"RHYACOPHILA SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"SIMULIIDAE GEN. SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"SIPHONOPERLA BURMEISTERI",0.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"SPHAERIIDAE GEN. SP.",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"TAENIOPTERYX NEBULOSA",0.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"TANYPODINAE GEN. SP.",9.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-18.09.2001","18.09.2001",2001,9,18,"TANYTARSINI GEN. SP.",20.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"AGRAYLEA SP.",1.6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"AMELETUS INOPINATUS",6.2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"AMPHINEMURA BOREALIS",47
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"ARCTOPSYCHE LADOGENSIS",2.4
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"ASELLUS AQUATICUS",13.8
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"BAETIS MUTICUS",2
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"BAETIS NIGER",6
"SWE_038_MZB_LO_1","SWE_038_MZB_LO_1-27.09.2002","27.09.2002",2002,9,27,"BAETIS RHODANI",183
