"site_id","sgn_id","sample_id","year","month","day","ACROLOXUS LACUSTRIS","ADICELLA REDUCTA","AGABUS SP. AD.","AGAPETUS FUSCIPES","ALBOGLOSSIPHONIA HETEROCLITA","ANABOLIA NERVOSA","ANACAENA GLOBULUS AD.","ANACAENA LIMBATA AD.","ANCYLUS FLUVIATILIS","ANISUS SP.","ASELLUS AQUATICUS","ATHRIPSODES ALBIFRONS","ATHRIPSODES ATERRIMUS","ATHRIPSODES BILINEATUS SSP.","ATHRIPSODES CINEREUS","BAETIS RHODANI","BAETIS SCAMBUS","BAETIS VERNUS","BATHYOMPHALUS CONTORTUS","BERAEA PULLATA","BIBIO SP.","BITHYNIA TENTACULATA","BRYCHIUS ELEVATUS AD.","CAENIS HORARIA","CAENIS LUCTUOSA","CAENIS RIVULORUM","CALLICORIXA PRAEUSTA SSP.","CALOPTERYX SPLENDENS","CENTROPTILUM LUTEOLUM","CERACLEA DISSIMILIS","CERATOPOGONIDAE GEN. SP.","CHAETOPTERYX VILLOSA SSP.","CHIRONOMIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP. AD.","CHRYSOPILUS SP.","CLOEON DIPTERUM","COENAGRION PUELLA","CRANGONYX PSEUDOGRACILIS","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP. AD.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DIXA SP.","DIXELLA SP.","DOLICHOPODIDAE GEN. SP.","DRUSUS ANNULATUS","DRYOPS SP. AD.","DUGESIA SP.","DYTISCUS SP. AD.","ELLOBIIDAE GEN. SP.","ELMIS AENEA AD.","EMPIDIDAE GEN. SP.","EPHEMERA DANICA","EPHYDRIDAE GEN. SP.","ERPOBDELLA OCTOCULATA","GALBA TRUNCATULA","GAMMARUS SP.","GASTROPODA GEN. SP.","GERRIS SP.","GLOSSIPHONIA COMPLANATA","GLYPHOTAELIUS PELLUCIDUS","GOERA PILOSA","GRAPTODYTES PICTUS AD.","GYRAULUS ALBUS","GYRAULUS CRISTA","GYRAULUS LAEVIS","GYRINUS SP. AD.","HAEMOPIS SANGUISUGA","HALESUS DIGITATUS SSP.","HALESUS RADIATUS","HALIPLUS SP. AD.","HELOBDELLA STAGNALIS","HELOPHORUS BREVIPALPIS AD.","HELOPHORUS GRANDIS AD.","HELOPHORUS GRISEUS AD.","HELOPHORUS OBSCURUS SSP. AD.","HELOPHORUS STRIGIFRONS AD.","HESPEROCORIXA SAHLBERGI","HIPPEUTIS COMPLANATUS","HYDRACHNIDIA GEN. SP.","HYDRAENA RIPARIA AD.","HYDRIDAE GEN. SP.","HYDROBIUS FUSCIPES AD.","HYDROMETRA STAGNORUM","HYDROPORUS SP. AD.","HYDROPSYCHE ANGUSTIPENNIS SSP.","HYDROPSYCHE CONTUBERNALIS SSP.","HYDROPSYCHE PELLUCIDULA","HYDROPSYCHE SILTALAI","HYDROPTILA SP.","HYPHYDRUS OVATUS AD.","ILYBIUS FULIGINOSUS AD.","ISCHNURA ELEGANS","ISOPERLA GRAMMATICA","ITHYTRICHIA SP.","LACCOBIUS BIPUNCTATUS AD.","LACCOBIUS MINUTUS AD.","LEPIDOSTOMA HIRTUM","LEUCTRA FUSCA SSP.","LEUCTRA INERMIS","LEUCTRA NIGRA","LIMNEPHILUS EXTRICATUS","LIMNEPHILUS FLAVICORNIS","LIMNEPHILUS LUNATUS","LIMNEPHILUS MARMORATUS","LIMNEPHILUS RHOMBICUS SSP.","LIMNEPHILUS VITTATUS","LIMNIUS VOLCKMARI AD.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYMNAEA STAGNALIS","LYPE SP.","MESOVELIIDAE GEN. SP.","MICRONECTA POWERI SSP.","MICROPTERNA SEQUAX","MYSTACIDES AZUREA","MYSTACIDES LONGICORNIS","MYSTACIDES NIGRA","NEBRIOPORUS DEPRESSUS/ELEGANS AD.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURA CINEREA SSP.","NEMURELLA PICTETII","NEPA CINEREA","NIPHARGUS AQUILEX","NOTERUS CLAVICORNIS AD.","NOTONECTA SP.","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","OMPHISCOLA GLABRA","ORECTOCHILUS VILLOSUS AD.","OULIMNIUS SP. AD.","OXYETHIRA SP.","PACIFASTACUS LENIUSCULUS","PARALEPTOPHLEBIA SUBMARGINATA","PHYSA FONTINALIS","PHYSELLA ACUTA","PHYSELLA HETEROSTROPHA","PISCICOLA GEOMETRA","PISIDIUM SP.","PLANARIA TORVA","PLANORBARIUS CORNEUS","PLANORBIS CARINATUS","PLANORBIS PLANORBIS","PLATAMBUS MACULATUS AD.","PLEA MINUTISSIMA SSP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPHYLAX LATIPENNIS","POTAMOPYRGUS ANTIPODARUM","POTAMOPYRGUS ANTIPODARUM.1","PROCLOEON PENNULATUM","PSYCHODIDAE GEN. SP.","PTYCHOPTERA SP.","RADIX BALTHICA","RHYACOPHILA DORSALIS SSP.","RIOLUS SUBVIOLACEUS AD.","SCIRTIDAE GEN. SP. LV.","SERICOSTOMA PERSONATUM","SERRATELLA IGNITA","SIALIS LUTARIA","SIGARA DORSALIS","SIGARA LATERALIS","SILO NIGRICORNIS","SILO PALLIPES","SIMULIUM SP.","SPHAERIUM SP.","STAGNICOLA PALUSTRIS","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TETANOCERA SP.","THEROMYZON TESSULATUM","TINODES WAENERI SSP.","TIPULIDAE GEN. SP.","TROCHETA PSEUDODINA","TROCHETA SUBVIRIDIS","VALVATA CRISTATA","VALVATA PISCINALIS SSP.","VELIA CAPRAI SSP.","ZONITOIDES NITIDUS"
109000383,"ENG_042_MZB_LO_1","109000383_04.05.2007",2007,"5",4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_02.04.2008",2008,"4",2,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_16.04.2009",2009,"4",16,0,0,0,30,0,1,0,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_17.05.2010",2010,"5",17,0,0,0,11,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_27.05.2011",2011,"5",27,0,0,0,1,0,0,0,0,0,9,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,800,0,0,0,31,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1500,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,32,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_17.04.2012",2012,"4",17,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_21.03.2013",2013,"3",21,0,0,1,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,55,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_26.03.2014",2014,"3",26,0,0,0,6,0,0,0,0,0,9,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,100,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_05.03.2015",2015,"3",5,0,0,0,59,0,0,0,0,0,5,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,289,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,975,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
109000383,"ENG_042_MZB_LO_1","109000383_17.05.2016",2016,"5",17,0,1,1,1,0,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,22,0,900,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
