"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS SP.","AESHNIDAE GEN. SP.","AGRIOTYPINAE GEN. SP.","AMPHIPODA GEN. SP.","ANISOPTERA GEN. SP.","ANTHOMYIIDAE GEN. SP.","APATANIINAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ARGULUS SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BIVALVIA GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","BRYOZOA GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERAS SP.","CALOPTERYGIDAE GEN. SP.","CAMBARIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CECIDOMYIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CONCHOSTRACA GEN. SP.","CORBICULIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORDYLOPHORA SP.","CORIXIDAE GEN. SP.","COROPHIIDAE GEN. SP.","CRAMBIDAE GEN. SP.","CRANGONYX SP.","CRISTATELLIDAE GEN. SP.","CRUSTACEA GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","DECAPODA GEN. SP.","DENDROCOELIDAE GEN. SP.","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DONACIA SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMMERICIA SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHORON SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","EUBRIA SP.","FREDERICELLA SP.","GAMMARIDAE GEN. SP.","GAMMAROIDEA GEN. SP.","GASTROPODA GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HIRUDINEA GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYDROSCAPHIDAE GEN. SP.","HYDROZOA GEN. SP.","HYGROBIIDAE GEN. SP.","HYMENOPTERA GEN. SP.","HYPANIA SP.","JANIRIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LITTORINIMORPHA GEN. SP.","LYMNAEIDAE GEN. SP.","MALACOSTRACA GEN. SP.","MANAYUNKIA SP.","MERMITHIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MOLLUSCA GEN. SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMERTEA GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NOTERUS SP.","NOTONECTIDAE GEN. SP.","ODONATA GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OLIGONEURIELLA SP.","OSMYLIDAE GEN. SP.","PALUDICELLA SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLECOPTERA GEN. SP.","PLEIDAE GEN. SP.","PLUMATELLA SP.","POLYCENTROPODIDAE GEN. SP.","PORIFERA GEN. SP.","POTAMANTHUS SP.","PROSTOMA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTILOCOLEPUS SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","SPONGILLIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","THEODOXUS SP.","THREMMA SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","TRIOPS SP.","TURBELLARIA GEN. SP.","UNIONIDAE GEN. SP.","URNATELLA GRACILIS","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARIDAE GEN. SP.","ZYGOPTERA GEN. SP."
"FRA_046_MZB_LO_543","FRA_046_MZB_LO_543-30.09.2016","30.09.2016",2016,9,30,0,1,0,0,0,0,0,0,0,0,0,35,0,72,0,0,0,0,121,0,0,2,0,3,0,0,0,1,0,54,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,610,0,0,4,24,0,0,4,0,0,52,0,0,0,0,3,10,0,0,7,0,0,0,0,17,0,17,25,0,6,0,0,0,397,7,0,0,0,0,0,0,28,15,44,0,37,0,31,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,6,54,0,0,0,0,7,4,58,0,0,8,60,29,0,0,0,0,27,0,0,0,2,2,0,0,0,10,0,0,10,28,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_543","FRA_046_MZB_LO_543-02.10.2018","02.10.2018",2018,10,2,0,1,0,0,0,0,0,0,0,0,0,10,0,35,0,0,0,0,12,0,1,0,0,11,0,0,0,3,0,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,4,28,0,0,5,0,0,6,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,2,3,0,1,0,0,0,574,0,0,0,0,0,0,0,5,2,5,0,27,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,1,271,0,0,0,0,0,0,57,0,0,0,13,5,0,0,0,0,4,0,0,0,0,1,0,0,0,5,0,0,3,16,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-09.09.2005","09.09.2005",2005,9,9,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2897,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-11.09.2006","11.09.2006",2006,9,11,0,3,1,0,0,0,0,31,0,0,0,2,0,7,0,0,0,0,60,0,0,3,0,11,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,215,0,0,0,0,0,0,23,0,0,13,0,0,0,5,0,1,1,0,1,0,4,0,0,0,0,17,13,0,1713,0,0,0,14,0,0,0,0,0,0,0,33,0,0,0,4,0,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-29.08.2008","29.08.2008",2008,8,29,0,3,0,0,0,0,0,3,0,14,0,16,0,154,1,0,0,0,34,0,1,2,0,5,0,0,0,0,0,370,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,794,0,0,18,36,0,0,32,0,0,492,0,0,0,7,0,93,0,0,3,0,0,0,0,1,0,8,80,0,339,0,0,0,173,15,0,0,0,0,0,0,461,127,3,0,59,1,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,39,0,0,0,2,0,606,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,1,2,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-28.08.2009","28.08.2009",2009,8,28,0,1,1,0,0,0,0,6,0,0,0,21,0,54,1,0,0,0,6,0,0,0,0,9,0,0,0,0,0,502,7,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,264,0,17,3,47,0,10,113,0,0,102,0,0,16,12,0,27,0,0,0,0,1,0,0,0,0,7,27,0,308,0,0,0,48,40,0,0,0,0,0,0,121,123,0,0,37,4,2,26,0,31,0,0,0,0,0,0,0,0,0,5,0,0,27,0,0,0,2,0,674,0,0,0,0,0,0,0,0,2,0,3,30,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,12,2,0,0,0,43,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-18.08.2010","18.08.2010",2010,8,18,0,3,0,0,0,0,0,2,0,0,0,46,0,2,10,0,0,0,23,0,0,0,0,16,0,0,0,0,0,130,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,772,0,6,2,3,0,4,5,0,0,3037,0,0,7,2,0,56,0,0,2,0,2,0,0,0,0,6,27,0,1968,0,1,0,265,24,0,0,0,0,0,0,40,44,0,0,260,2,122,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,3,0,0,131,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,1,0,0,0,39,11,2,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-06.07.2011","06.07.2011",2011,7,6,0,1,0,0,0,0,0,0,0,2,0,25,0,27,0,0,0,0,12,0,2,1,0,6,0,0,0,12,0,304,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,219,0,0,94,6,0,0,0,0,0,1636,0,0,0,13,10,19,0,0,4,0,2,0,0,0,0,9,4,3,1121,0,0,0,8,13,0,0,0,0,0,0,11,17,5,0,87,1,10,0,0,4,0,0,5,0,0,0,0,35,0,0,0,0,70,0,0,0,0,0,1314,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,7,0,0,0,4,0,0,0,31,7,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-24.08.2012","24.08.2012",2012,8,24,0,2,0,0,0,0,0,18,0,35,0,21,0,285,1,0,0,0,7,0,1,1,0,41,0,0,0,5,0,412,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,7,0,695,0,1,69,68,0,4,48,0,0,156,0,0,11,13,0,34,0,0,8,0,1,0,1,0,0,8,6,0,1293,1,2,10,77,7,0,0,0,0,0,0,55,62,4,0,140,0,10,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,135,0,0,0,21,0,0,0,0,1,0,0,86,1,0,0,0,18,0,0,0,0,3,0,0,0,3,0,4,0,25,1,42,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-03.07.2015","03.07.2015",2015,7,3,0,1,0,0,0,0,0,7,0,2,0,16,0,139,0,0,0,0,150,0,1,1,0,8,0,0,0,11,0,3343,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,608,0,0,228,2,0,0,0,0,0,120,0,0,1,13,0,7,1,0,0,0,0,0,0,0,0,286,9,0,1068,0,0,0,91,61,0,9,0,0,0,0,46,10,20,0,199,0,9,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1516,0,0,0,0,0,0,0,0,3,0,1,316,0,0,0,0,10,0,0,0,0,2,0,0,0,9,0,0,0,34,1,195,0,0,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-03.08.2016","03.08.2016",2016,8,3,0,0,0,0,0,0,0,9,0,1,0,4,0,8,0,0,0,0,172,0,0,0,0,1,0,0,0,1,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,318,0,0,4,2,0,0,2,0,0,16,0,0,0,9,0,2,3,0,0,0,0,0,1,0,2,5,1,0,17,0,0,0,272,2,0,0,0,0,0,0,6,2,1,0,25,0,2,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,2,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_544","FRA_046_MZB_LO_544-04.07.2017","04.07.2017",2017,7,4,0,0,0,0,0,1,0,20,0,5,0,4,0,70,0,0,0,0,672,0,0,0,0,0,0,0,0,2,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,347,0,0,116,7,0,0,1,0,0,70,0,0,6,6,0,15,3,0,1,0,0,0,0,0,0,65,1,0,17,0,0,0,599,69,0,0,0,0,0,0,13,5,0,0,266,0,4,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,0,330,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,36,3,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_545","FRA_046_MZB_LO_545-11.09.2006","11.09.2006",2006,9,11,0,0,0,0,0,0,0,12,0,0,0,122,0,3,1,0,0,0,7,0,0,0,0,7,0,0,0,0,0,215,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,368,0,0,0,18,0,0,17,0,0,0,0,0,0,20,1,8,0,0,3,0,0,0,0,4,0,4,56,0,528,0,0,0,168,0,0,0,0,0,0,0,30,3,0,0,11,0,1,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,99,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_545","FRA_046_MZB_LO_545-01.08.2012","01.08.2012",2012,8,1,0,0,0,0,0,0,0,4,0,0,0,60,0,15,0,0,0,0,28,0,6,0,0,7,0,0,0,1,0,124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1342,0,5,3,6,0,0,127,0,0,2,0,0,1,50,1,84,2,0,0,0,0,0,0,11,0,5,12,0,8592,0,0,0,101,1,0,0,0,0,0,0,87,132,11,0,152,0,13,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2276,0,0,0,0,0,1,1,0,4,0,8,81,0,0,0,0,6,0,0,0,0,6,0,0,0,24,0,0,0,23,0,183,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_545","FRA_046_MZB_LO_545-27.08.2013","27.08.2013",2013,8,27,0,2,0,0,0,0,0,9,0,1,0,67,0,38,1,0,0,0,39,0,0,0,0,20,0,0,0,1,0,247,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,268,0,2,8,20,0,0,1,0,0,40,0,0,2,43,0,14,0,0,2,0,2,0,0,20,0,3,30,0,683,1,0,0,115,1,0,0,0,0,0,0,32,20,7,0,201,0,37,26,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,290,0,0,0,0,0,0,0,0,25,0,4,27,0,0,0,0,4,0,0,0,0,9,0,0,0,1,0,0,0,60,3,7,0,0,8,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_545","FRA_046_MZB_LO_545-29.09.2016","29.09.2016",2016,9,29,0,2,0,0,0,0,0,7,0,13,0,108,0,1,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,370,0,0,1,61,0,0,1,0,0,45,0,0,0,19,0,2,0,0,2,0,1,0,0,2,0,4,76,0,607,0,0,0,60,0,0,0,0,0,0,0,5,12,0,0,3,0,0,55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,7,0,0,16,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_545","FRA_046_MZB_LO_545-02.10.2018","02.10.2018",2018,10,2,0,0,0,0,0,0,0,1,0,0,0,32,0,9,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,253,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,8,0,0,2,0,0,0,0,0,0,2,0,5,5,0,6,0,0,0,0,4,0,0,21,0,35,0,0,0,358,0,0,0,0,0,0,0,6,2,3,0,12,0,18,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,436,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,6,0,37,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-13.09.2002","13.09.2002",2002,9,13,0,0,2,0,0,0,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,19,0,97,0,3,3,16,0,0,17,0,0,155,0,0,0,12,0,2,0,0,15,0,0,0,1,4,0,4,50,0,2,1,0,0,28,2,0,0,0,0,0,0,0,2,3,0,36,0,6,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,7,0,0,0,0,0,0,1,0,3,0,0,0,11,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-27.08.2003","27.08.2003",2003,8,27,0,0,1,0,0,0,0,0,0,9,0,1,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,105,0,0,2,6,0,0,24,0,0,154,0,0,0,10,2,0,0,0,13,0,0,0,0,0,0,8,31,0,17,0,1,0,13,0,0,0,0,0,0,0,0,0,3,0,19,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-12.09.2004","12.09.2004",2004,9,12,0,0,0,0,0,0,0,0,0,0,0,5,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,35,0,0,4,5,0,0,9,0,0,286,0,0,0,4,0,3,0,0,8,0,0,0,0,5,0,5,15,0,7,0,4,0,33,0,0,0,0,0,0,0,0,0,3,0,14,0,6,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-10.09.2005","10.09.2005",2005,9,10,0,0,0,0,0,0,0,0,0,0,0,2,0,108,0,0,0,0,0,0,1,0,0,5,0,0,0,5,0,442,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,128,0,1,34,19,0,0,15,0,0,836,0,0,0,21,0,1,1,0,6,0,0,0,2,1,0,0,20,0,1,0,1,4,128,1,0,0,0,0,0,0,2,7,5,0,212,0,12,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,6,1,16,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-07.09.2006","07.09.2006",2006,9,7,0,0,1,0,0,0,0,6,0,0,0,17,0,166,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,1014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,79,0,651,0,3,2,31,0,0,10,0,0,576,0,0,0,5,1,6,0,0,25,0,0,0,0,16,0,20,331,0,2,0,0,1,74,48,0,0,0,0,0,0,3,27,25,0,149,0,27,28,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,9,0,0,0,0,22,0,0,0,0,0,0,1,0,3,0,0,3,14,3,39,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-27.08.2008","27.08.2008",2008,8,27,0,0,1,0,0,0,0,0,0,0,0,5,0,192,0,0,0,0,1,0,6,0,0,36,0,0,0,6,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,188,0,5,18,200,0,0,13,0,0,799,0,0,0,10,0,1,0,0,12,0,0,0,0,17,0,3,27,6,2,0,0,0,61,0,0,0,0,0,0,0,0,6,21,0,75,0,33,53,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,26,1,1195,0,0,0,0,0,1,0,0,0,0,13,13,1,0,0,0,4,0,0,0,0,1,0,0,0,4,0,0,0,17,24,1,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-26.08.2009","26.08.2009",2009,8,26,0,0,1,0,0,0,0,0,0,0,0,5,0,52,1,0,0,0,0,0,3,0,0,10,0,0,0,5,0,340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,163,0,2,1,61,0,0,9,0,0,607,0,0,0,17,0,2,0,0,7,0,0,0,0,4,0,4,12,0,8,0,0,0,23,8,0,2,0,0,0,0,0,4,7,0,120,0,49,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1114,0,0,0,0,0,1,0,0,0,0,14,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,38,11,2,0,0,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-25.08.2010","25.08.2010",2010,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,5,0,0,0,2,0,1062,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,169,0,1,6,52,0,0,10,0,0,351,0,0,5,11,0,4,0,0,5,0,0,0,0,1,0,3,9,0,16,0,0,0,5,0,0,0,0,0,0,0,0,10,4,0,153,0,5,7,0,3,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,368,0,0,0,55,0,0,0,0,0,0,5,11,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,16,21,3,0,0,53,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_046_MZB_LO_547","FRA_046_MZB_LO_547-08.07.2011","08.07.2011",2011,7,8,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,38,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,61,0,3,28,63,0,5,2,0,0,561,0,0,0,9,0,7,0,0,3,0,0,0,2,1,0,3,6,0,17,0,0,0,0,1,0,0,0,0,0,0,0,31,35,0,245,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,365,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0,98,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
