"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXIDAE GEN. SP.","ARANEAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BIVALVIA GEN. SP.","CAENIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORBICULIDAE GEN. SP.","CORIXIDAE GEN. SP.","COROPHIIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","DENDROCOELIDAE GEN. SP.","DIPTERA GEN. SP.","DIXA NEBULOSA","DIXA SUBMACULATA","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERIOCHEIR SINENSIS","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYPANIA INVALIDA","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PALAEMONETES LONGIROSTRIS","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLEIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PORIFERA GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARUS VIVIPARUS","ZONITIDAE GEN. SP."
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-16.04.2002","16.04.2002",2002,4,16,0,0,20,0,2,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-11.04.2003","11.04.2003",2003,4,11,0,0,29,0,0,0,0,0,0,0,1,0,300,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,160,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-16.04.2004","16.04.2004",2004,4,16,0,0,1,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-15.04.2005","15.04.2005",2005,4,15,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-20.04.2006","20.04.2006",2006,4,20,0,0,5,0,0,0,0,0,0,0,1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,30,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,50,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-30.04.2007","30.04.2007",2007,4,30,0,0,1,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,11,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,6,0,0,0,0,0,0,0,55,0,1,0,0,0,2,0,0,0,1,1,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-16.05.2008","16.05.2008",2008,5,16,0,0,25,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,0,0,0,200,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-08.05.2009","08.05.2009",2009,5,8,0,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,4,1,11,0,0,0,0,940,0,0,0,1,0,0,0,0,0,0,0,0,590,0,0,0,0,5,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,11,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-07.04.2010","07.04.2010",2010,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,300,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-28.04.2011","28.04.2011",2011,4,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-18.04.2012","18.04.2012",2012,4,18,0,0,0,0,0,0,0,0,0,0,1,0,400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-15.03.2013","15.03.2013",2013,3,15,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,80,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-19.03.2014","19.03.2014",2014,3,19,0,0,2,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-17.03.2016","17.03.2016",2016,3,17,1,0,28,0,1,0,0,0,0,0,1,0,407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,258,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,46,0,11,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,5,272,0,103,0,0,16,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-03.03.2017","03.03.2017",2017,3,3,0,0,0,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1814,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3475","ENG_041_MZB_LO_3475-20.05.2018","20.05.2018",2018,5,20,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,451,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,1,0,0,0,0,0,0,0,0,0
