"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AESHNA SP.","AGAPETUS SP.","ALBOGLOSSIPHONIA HETEROCLITA","AMPULLACEANA BALTHICA","ANCYLUS FLUVIATILIS","ANISUS SP.","ANISUS SPIRORBIS","ANODONTA CYGNEA CYGNEA","ANODONTA SP.","APHELOCHEIRUS AESTIVALIS","APLEXA HYPNORUM","ARGYRONETA AQUATICA","ASELLUS AQUATICUS","ATHERIX IBIS","ATYAEPHYRA DESMARESTI","BAETIS SP.","BALANUS SP.","BATHYOMPHALUS CONTORTUS","BDELLOCEPHALA PUNCTATA","BERAEA SP.","BITHYNIA LEACHII SSP.","BITHYNIA TENTACULATA","BRACHYCENTRUS MACULATUS","BRACHYCENTRUS MONTANUS","BRACHYCENTRUS SUBNUBILUS","BRACHYCERCUS SP.","BRYOZOA GEN. SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CENTROPTILUM LUTEOLUM","CERATOPOGONIDAE GEN. SP.","CHALCOLESTES VIRIDIS","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CLOEON SP.","COENAGRIONIDAE GEN. SP.","CORBICULA SP.","CORDYLOPHORA CASPIA","CORIXIDAE GEN. SP.","COROPHIUM SP.","CRANGON CRANGON","CRANGONYX/NIPHARGUS SP.","CRISTATELLA MUCEDO","CULICIDAE GEN. SP.","DENDROCOELUM SP.","DICRANOTA SP.","DIKEROGAMMARUS HAEMOBAPHES","DIKEROGAMMARUS VILLOSUS","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENA POLYMORPHA","DUGESIA SP.","DYTISCIDAE GEN. SP.","ECDYONURUS SP.","ECHINOGAMMARUS BERILLONI","ECHINOGAMMARUS ISCHNUS","ECHINOGAMMARUS TRICHIATUS","ECNOMUS SP.","ELECTROGENA AFFINIS","ELMIDAE GEN. SP.","ELODES SP.","ELOPHILA NYMPHAEATA NYMPHAEATA","EPEORUS ASSIMILIS","EPEORUS SYLVICOLA","EPHEMERA SP.","EPHEMERELLA NOTATA","EPHORON VIRGO","EPHYDRA SP.","ERIOCHEIR SINENSIS","ERPOBDELLIDAE GEN. SP.","FERRISSIA CLESSINIANA","FREDERICELLA SULTANA","GALBA TRUNCATULA","GAMMAROIDEA GEN. SP.","GAMMARUS SP.","GERRIDAE GEN. SP.","GLOSSIPHONIA COMPLANATA","GOERA PILOSA","GOMPHUS PULCHELLUS","GOMPHUS VULGATISSIMUS","GYRAULUS SP.","GYRINUS SP.","HAEMOPIS SANGUISUGA","HALIPLIDAE GEN. SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEMERODROMIA SP.","HEMICLEPSIS MARGINATA","HEPTAGENIA SP.","HETEROCERIDAE GEN. SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENA SP.","HYDROMETRA STAGNORUM","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","HYPANIA INVALIDA","ILYOCORIS CIMICOIDES SSP.","JAERA SP.","KAGERONIA FUSCOGRISEA","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LITHOGLYPHUS NATICOIDES","LYMNAEA SP.","LYPE PHAEOPA","LYPE REDUCTA","MESOVELIA FURCATA","MICRASEMA LONGULUM","MICRASEMA MINIMUM","MOLANNA SP.","MUSCULIUM LACUSTRE","NEMOTELUS SP.","NEMOURIDAE GEN. SP.","NEOMYSIS INTEGER","NEPA CINEREA","NIPHARGUS SP.","NOTERUS CRASSICORNIS","NOTONECTA SP.","ODELES MARGINATA","ODONTOCERUM ALBICORNE","ODONTOMYIA SP.","OLIGOCHAETA GEN. SP.","ONYCHOGOMPHUS FORCIPATUS","ORCHESTIA CAVIMANA","ORCONECTES LIMOSUS","ORECTOCHILUS VILLOSUS","OSMYLUS FULVICEPHALUS","PALAEMONETES LONGIROSTRIS","PALAEMONETES VARIANS","PALUDICELLA ARTICULATA","PECTINATELLA MAGNIFICA","PEREGRIANA LABIATA","PERLA ABDOMINALIS","PERLA MARGINATA","PERLODIDAE GEN. SP.","PHRYGANEA SP.","PHYSA FONTINALIS","PHYSELLA ACUTA","PHYSELLA HETEROSTROPHA","PISCICOLIDAE GEN. SP.","PISIDIUM SP.","PLANARIA TORVA","PLANORBARIUS CORNEUS","PLANORBIS SP.","PLATYCNEMIS PENNIPES","PLEA MINUTISSIMA SSP.","PLUMATELLA SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POLYCHAETA GEN. SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROASELLUS SP.","PROCLOEON BIFIDUM","PROCLOEON PENNULATUM","PSYCHODIDAE GEN. SP.","PSYCHOMYIA SP.","PTYCHOPTERA SP.","RADIX AURICULARIA","RADIX BALTHICA/LABIATA","RANATRA LINEARIS","RHITHROGENA SP.","RHITHROPANOPEUS HARRISII","RHYACOPHILA SP.","SEMIBALANUS BALANOIDES","SERICOSTOMATIDAE GEN. SP.","SERRATELLA IGNITA","SIALIS SP.","SILO SP.","SIMULIIDAE GEN. SP.","SISYRA SP.","SPHAERIUM CORNEUM","SPHAERIUM RIVICOLA","SPONGILLIDAE GEN. SP.","STAGNICOLA SP.","SYMPETRUM SP.","TABANIDAE GEN. SP.","THEODOXUS FLUVIATILIS SSP.","THEROMYZON TESSULATUM","TINODES WAENERI SSP.","TIPULIDAE GEN. SP.","TORLEYA MAJOR","TRICHOPTERA GEN. SP.","TURBELLARIA GEN. SP.","UNIO SP.","VALVATA CRISTATA","VALVATA MACROSTOMA","VALVATA PISCINALIS SSP.","VELIIDAE GEN. SP.","VIVIPARUS VIVIPARUS","ZYGOPTERA GEN. SP."
"GER_018_MZB_LO_10","GER_018_MZB_LO_10-06.08.1986","06.08.1986",1986,8,6,0,0,0,0,65,0,6,6,0,0,0,0,0,20,0,0,71,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,71,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,20,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_10","GER_018_MZB_LO_10-14.08.1987","14.08.1987",1987,8,14,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,206,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,65,0,6,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,12,6,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,65,0,0,65,0,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_10","GER_018_MZB_LO_10-05.06.1991","05.06.1991",1991,6,5,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,65,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,0,6,0,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,6,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,71,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_10","GER_018_MZB_LO_10-24.07.1992","24.07.1992",1992,7,24,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,6,0,0,0,20,0,0,0,0,6,0,0,0,0,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,200,0,0,0,0,0,0,0,0,32,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,71,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,20,0,52,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_10","GER_018_MZB_LO_10-27.08.1993","27.08.1993",1993,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,200,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,6,0,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_10","GER_018_MZB_LO_10-07.06.1996","07.06.1996",1996,6,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,20,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0,65,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,0,26,0,0,0,0,0,6,0,6,6,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,26,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_100","GER_018_MZB_LO_100-06.09.1972","06.09.1972",1972,9,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_100","GER_018_MZB_LO_100-12.08.1973","12.08.1973",1973,8,12,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_100","GER_018_MZB_LO_100-10.10.1974","10.10.1974",1974,10,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_018_MZB_LO_100","GER_018_MZB_LO_100-16.09.1976","16.09.1976",1976,9,16,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
