"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AESHNIDAE GEN. SP.","AGAPETUS FUSCIPES","AGAPETUS OCHRIPES","ANCYLUS FLUVIATILIS","ANISUS LEUCOSTOMA","ANISUS VORTEX","ANODONTA ANATINA","APHELOCHEIRUS AESTIVALIS","APLEXA HYPNORUM","ASELLUS AQUATICUS","ATHERIX IBIS","ATHRIPSODES SP.","BAETIDAE GEN. SP.","BATHYOMPHALUS CONTORTUS","BERAEODES MINUTUS","BITHYNIA LEACHII SSP.","BITHYNIA TENTACULATA","BRACHYCENTRUS MACULATUS","BRACHYCENTRUS SUBNUBILUS","BRACHYPTERA RISI","BRYCHIUS ELEVATUS","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CERACLEA DISSIMILIS","CERATOPOGONIDAE GEN. SP.","CHALCOLESTES VIRIDIS","CHELIFERA SP.","CHIRONOMIDAE GEN. SP.","CHRYSOPILUS SP.","CHRYSOPS SP.","CLINOCERINAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORIXIDAE GEN. SP.","DENDROCOELUM LACTEUM","DUGESIA SP.","DYTISCIDAE GEN. SP.","ELMIS SP.","ELODES SP.","EPHEMERA SP.","EPHEMERELLA NOTATA","ERIOCHEIR SINENSIS","ERPOBDELLA SP.","GAMMARUS SP.","GERRIDAE GEN. SP.","GLOSSIPHONIA SP.","GOERA PILOSA","GOMPHUS VULGATISSIMUS","GYRAULUS ALBUS","HALIPLUS SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEMERODROMIA SP.","HEPTAGENIA SP.","HETEROPTERA GEN. SP.","HYDRAENA RIPARIA","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","ILYOCORIS CIMICOIDES SSP.","ISOPERLA SP.","ISOPTENA SERRICORNIS","KAGERONIA FUSCOGRISEA","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA FUSCA-GR.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMONIIDAE GEN. SP.","LITHAX OBSCURUS","LYMNAEIDAE GEN. SP.","LYPE SP.","MOLANNA ANGUSTATA","MYSTACIDES SP.","NEMOURIDAE GEN. SP.","NEPA CINEREA","NOTERUS CRASSICORNIS","NOTIDOBIA CILIARIS","NOTONECTA SP.","OECETIS SP.","OLIGOCHAETA GEN. SP.","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PEDICIIDAE GEN. SP.","PHYSA FONTINALIS","PISCICOLA GEOMETRA","PISIDIUM SP.","PLANORBARIUS CORNEUS","POLYCELIS NIGRA","POLYCELIS NIGRA/TENUIS","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","PROASELLUS SP.","PSYCHODIDAE GEN. SP.","PTYCHOPTERA SP.","RHYACOPHILA SP.","SERRATELLA IGNITA","SIALIS SP.","SILO NIGRICORNIS","SIMULIIDAE GEN. SP.","SPHAERIUM SP.","THEODOXUS FLUVIATILIS SSP.","THEROMYZON TESSULATUM","TINODES SP.","TIPULIDAE GEN. SP.","TURBELLARIA GEN. SP.","UNIO TUMIDUS SSP.","VALVATA PISCINALIS SSP.","VIVIPARUS CONTECTUS","VIVIPARUS VIVIPARUS"
"GER_071_MZB_LO_10","GER_071_MZB_LO_10-14.04.2009","14.04.2009",2009,4,14,0,0,0,0,0,0,0,0,0,0,4.8,0,0,22.4,0,0,0,0,7.2,0,0,0,1.6,0,0,0,0,0,0,82.4,0,0,0,0,0,0,0,0,1.6,0,5.6,0,0,0.8,39.2,0,2.4,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,2.4,1.6,0,12.8,0,0,0,0,2.4,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,32,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
"GER_071_MZB_LO_10","GER_071_MZB_LO_10-28.04.2010","28.04.2010",2010,4,28,0,0,0,0,0,0,0,0,0,0,26.4,0,0,44,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,52.8,0,0,0,0,0,0,1.6,0,0,0,0,0,0,9.6,340.8,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,1.6,0,0,3.2,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,25.6,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_10","GER_071_MZB_LO_10-20.04.2011","20.04.2011",2011,4,20,0,0,0,0,0,0,0,0,0,0,0.8,0,0,65.6,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,170.4,0,0,0,0,0,0,3.2,0,2.4,7.2,5.6,0,0,0.8,499.2,0,2.4,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,56,0,7.2,0,4.8,0,0,2.4,0,0,0,0,0,0,0,0,28.8,0,0,1.6,0,0,21.6,0,0,0,5.6,2.4,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_10","GER_071_MZB_LO_10-28.04.2016","28.04.2016",2016,4,28,0,0,0,0,0,0,0,0,0,0,48,0,0,67.2,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,104,0,0,0,0,0,0,12.8,0,0,0,0,0,0,1.6,1824,0,0,0,0,0,0,1.6,0,0,3.2,0,0,46.4,0,0,0,0,6.4,0,0,1.6,0,121.6,0,3.2,0,0,0,0,0,0,0,0,0,0,0,27.2,0,0,0,0,0,12.8,0,0,0,1.6,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_10","GER_071_MZB_LO_10-24.03.2020","24.03.2020",2020,3,24,0,0,0,0,0,0,0,0,0,0,14.132,0,0,3.4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9992,0,0,0,2.6664,0,0,0,0.8,7.9992,0,38.9296,0,0,2.6664,752.7248,0,3.4664,0,0,0,0,0,0,0,10.6656,0,0,0,0,0,0,0,5.0664,0,0,3.4664,0,9.5992,0,0,0,2.6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9992,0,0,0,0,5.3328,26.664,0,0,0,0,0,0,82.6584,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_11","GER_071_MZB_LO_11-14.04.2009","14.04.2009",2009,4,14,0,0,0,0,0,0,0,0,0,0,1.6,0,0,302.4,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,1.6,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_11","GER_071_MZB_LO_11-28.04.2010","28.04.2010",2010,4,28,0,0,0,0,0,0,0,0,0,0,4,0,0,361.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,13.6,0,12.8,0,0,0,0,0.8,164,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.8,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_11","GER_071_MZB_LO_11-20.04.2011","20.04.2011",2011,4,20,0,0,0,0,0.8,0,0,0,0,0,11,0,0,696,0,0,0,0,0,0,0,0,62.4,0,0,0,0,0,0,153.6,0,0,4.8,0,0,0,12,0,101.6,0,4.8,0,0,0,355.2,0,0,0,0,0,0,0,0,0,0,0,0,227.2,0,0,0,0,0,0,4.8,0,0,1.6,0,4.8,0,0,0,0,0,0,0,0,0,0,0,9.6,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.2,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_11","GER_071_MZB_LO_11-29.04.2016","29.04.2016",2016,4,29,0,0,3.2,0,1.6,0,0,0,0,0,48,0,0,278.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,5.6,6.4,7.2,0,10.4,0,0,0.8,598.4,0,0,0,0,0,0,0,0,0,1.6,0,0,50.4,0,0,0,0,0,0,0,0.8,0,29.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_11","GER_071_MZB_LO_11-12.04.2019","12.04.2019",2019,4,12,0,0,0,130.3,11.4,0,2.3,0,0,0,27.4,0,0,290.3,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,102.8,0,0,0,0,0,0,84.6,0,173.7,2.3,150.9,0,0,4.6,148.6,0,0.8,0.8,0,0,0,0,0,0,176,0,0,395.4,0,0,0,0,6.9,0,18.3,16,0,77.7,0,4.6,0,2.3,0,0,0,0,0,0,0,0,0,25.1,11.4,2.3,2.3,0,0,25.2,0,0,0,10,4.6,0,0,0.8,18.3,0,2.3,0,29.7,2.3,0,2.3,0,2.3,0,0,0,0,0
