"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AESHNA SP.","ALBOGLOSSIPHONIA HETEROCLITA","AMELETUS SP.","ANISOPTERA GEN. SP.","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","ARANEAE GEN. SP.","ASELLUS SP.","ASTACUS SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEA PULLATA","BERAEODES MINUTUS","BITHYNIIDAE GEN. SP.","BRACHYCENTRUS SUBNUBILUS","CAENIS SP.","CALOPTERYGIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CATACLYSTA LEMNATA","CERATOPOGONIDAE GEN. SP.","CHAOBORUS SP.","CHIMARRA MARGINATA","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","CHRYSOPILUS SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTER SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYANOPHTHALMA OBSCURA","DENDROCOELUM LACTEUM","DICRANOTA SP.","DINA LINEATA","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS TENELLUS","ELMIDAE GEN. SP.","ELOPHILA SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA SP.","EPHEMEROPTERA GEN. SP.","EPHYDATIA MUELLERI","EPHYDRIDAE GEN. SP.","ERPOBDELLA SP.","FREDERICELLA SP.","GAMMARIDAE GEN. SP.","GASTROPODA GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIA SP.","GLOSSOSOMATIDAE GEN. SP.","GOERA SP.","GOMPHIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SANGUISUGA","HALIPLIDAE GEN. SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEMICLEPSIS MARGINATA","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROCHUS SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYDROZOA GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MEGALOPTERA GEN. SP.","MERMITHIDAE GEN. SP.","MESOVELIA SP.","METRETOPUS SP.","MICRASEMA SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURIDAE GEN. SP.","NEPA CINEREA","NOTONECTA SP.","NYMPHULA SP.","ODONATA GEN. SP.","OLIGOCHAETA GEN. SP.","PALUDICELLA SP.","PEDICIA SP.","PERLODIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLA GEOMETRA","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS PENNIPES","PLECOPTERA GEN. SP.","POLYCENTROPODIDAE GEN. SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROSTOMA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHABDIOPTERYX ACUMINATA","RHYACOPHILIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SERRATELLA SP.","SIALIDAE GEN. SP.","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SISYRA SP.","SPHAERIIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THEODOXUS FLUVIATILIS SSP.","THEROMYZON TESSULATUM","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","TURBELLARIA GEN. SP.","UNIONIDAE GEN. SP.","VALVATA SP.","VELIA SP.","ZYGOPTERA GEN. SP."
"FIN_004_MZB_LO_1","FIN_004_MZB_LO_1-28.09.2021","28.09.2021",2021,9,28,0,0,0,0,0,0,0,0,32,0,0,13,0,0,0,0,0,0,0,0,1,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,28,6,0,0,0,3,222,0,5,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-16.09.2008","16.09.2008",2008,9,16,0,0,0,2,0,0,0,0,15,1,0,861,0,0,0,0,0,0,0,0,57,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,60,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,211,0,0,3,0,0,0,141,55,0,0,1,2,169,150,2,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,66,0,0,31,0,0,0,0,0,0,0,63,0,0,0,0,1,0,0,10,0,0,0,0,2,0,50,0,0,193,2,26,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-21.09.2009","21.09.2009",2009,9,21,0,0,0,0,0,0,0,0,1,0,0,477,0,0,0,0,0,0,0,0,10,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,58,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,45,62,0,0,26,0,11,72,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,43,0,21,0,0,1,0,0,0,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-20.09.2010","20.09.2010",2010,9,20,0,0,0,0,0,0,0,0,9,0,0,262,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,68,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,85,0,0,0,0,0,0,78,1,0,0,22,0,38,44,1,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,47,0,0,35,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-08.11.2011","08.11.2011",2011,11,8,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,2,0,0,11,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,41,9,0,0,4,3,9,19,3,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,7,0,0,65,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,10,0,0,0,0,2,0,317,0,0,63,0,8,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-08.10.2012","08.10.2012",2012,10,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0,0,0,3,0,0,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,129,0,0,0,0,0,0,145,0,0,0,21,3,481,46,0,6,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,31,0,0,23,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,37,0,0,0,0,0,0,60,0,0,179,0,22,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-23.10.2013","23.10.2013",2013,10,23,0,0,0,0,0,0,0,0,10,0,0,1903,0,0,0,0,0,1,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94,0,0,7,0,0,0,25,55,0,0,11,0,52,19,13,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,11,0,0,61,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,0,0,0,0,112,0,0,28,0,6,0,0,0,0,0,1,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-03.10.2017","03.10.2017",2017,10,3,0,0,0,0,0,0,0,0,7,0,0,146,0,0,0,0,0,0,0,0,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,28,0,0,0,17,1,8,10,3,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_10","FIN_004_MZB_LO_10-08.10.2019","08.10.2019",2019,10,8,0,0,0,0,0,0,0,0,21,0,0,174,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,2,0,0,30,0,16,9,45,1,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,6,0,0,2,0,0,0,0,0,0,0
"FIN_004_MZB_LO_100","FIN_004_MZB_LO_100-01.10.2006","01.10.2006",2006,10,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,23,0,0,0,0,0,9,0,0,2,4,0,0,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
"FIN_004_MZB_LO_100","FIN_004_MZB_LO_100-05.10.2009","05.10.2009",2009,10,5,0,0,0,0,0,0,0,0,90,0,0,50,0,0,1,0,0,7,0,0,4,0,0,170,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,0,5,5,0,0,0,0,10,0,7,0,0,0,22,0,1,30,0,0,1,0,0,3,0,0,0,1,0,0,294,1,0,0,13,7,1,0,2,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,103,0,0,2,0,0,0,0,1,0,0,11,0,0,0,0,3,0,0,14,0,0,0,0,0,0,33,0,0,55,0,0,0,0,0,0,0,2,0,0,0,0
"FIN_004_MZB_LO_100","FIN_004_MZB_LO_100-03.10.2012","03.10.2012",2012,10,3,0,0,0,0,0,0,0,0,56,0,0,191,0,0,0,0,5,1,0,0,14,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,1,0,0,0,0,0,22,0,0,0,0,9,7,0,0,34,0,0,0,0,0,6,0,13,0,4,0,0,414,0,0,0,17,36,0,0,31,1,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,250,0,1,5,0,0,0,1,1,0,0,2,0,0,0,10,6,0,0,20,0,1,0,0,0,0,246,0,0,178,0,1,0,0,3,0,0,0,0,0,0,0
"FIN_004_MZB_LO_100","FIN_004_MZB_LO_100-11.10.2016","11.10.2016",2016,10,11,0,0,0,0,0,0,0,0,363,0,0,62,0,0,0,0,0,0,0,0,6,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,13,0,0,0,0,2,0,0,1,44,0,0,2,0,0,0,0,0,0,0,0,0,1626,0,0,0,2,1,0,0,7,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,158,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_100","FIN_004_MZB_LO_100-28.09.2020","28.09.2020",2020,9,28,0,0,0,0,0,0,0,0,248,0,0,76,0,0,0,0,0,0,0,0,20,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,47,0,0,0,0,0,9,0,0,4,0,0,0,2002,0,0,0,156,61,0,0,4,0,1,0,4,0,0,22,0,5,0,0,0,0,0,0,0,239,0,0,0,0,0,0,28,1,0,0,8,0,0,0,0,0,0,0,114,0,0,0,0,0,0,211,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_101","FIN_004_MZB_LO_101-21.09.1998","21.09.1998",1998,9,21,3,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,1,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,0,0,8,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_101","FIN_004_MZB_LO_101-20.10.2004","20.10.2004",2004,10,20,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"FIN_004_MZB_LO_101","FIN_004_MZB_LO_101-01.10.2006","01.10.2006",2006,10,1,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,11,0,0,0,0,3,0,0,109,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,15,6,0,0,0,0,0,23,0,0,7,3,0,0,9,1,0,0,9,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,28,0,0,0,0,37,0,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,7,0,12,0,0,6,0,0,0,0,0,0,0
"FIN_004_MZB_LO_101","FIN_004_MZB_LO_101-23.09.2010","23.09.2010",2010,9,23,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,4,0,0,61,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,30,17,0,0,0,0,0,58,0,0,0,4,0,0,115,0,0,0,50,38,0,0,0,0,0,0,1,0,0,0,0,0,4,0,7,0,0,0,0,45,0,0,84,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,0,0,6,0,17,0,0,23,0,0,0,0,0,0,0
