"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS SP.","AESHNIDAE GEN. SP.","AGRIOTYPUS SP.","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERATIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIONEURA SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CRAMBIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYZICIDAE GEN. SP.","DENDROCOELUM SP.","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEMIPTERA GEN. SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HIRUDINEA GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRACHNA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MERMITHIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OSMYLIDAE GEN. SP.","PALAEMONIDAE GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANIPENNIA GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLEA SP.","PLECOPTERA GEN. SP.","POLYCENTROPODIDAE GEN. SP.","POLYMITARCYIDAE GEN. SP.","POTAMANTHIDAE GEN. SP.","PROCAMBARUS CLARKII","PSEPHENIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRIOPSIDAE GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARUS SP."
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-16.09.1987","16.09.1987",1987,9,16,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,3,0,0,0,0,3,0,140,0,0,0,0,0,0,0,0,107,0,3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,3,0,0,0,0,0,263,0,0,0,0,0,0,0,103,0,0,0,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-28.10.1989","28.10.1989",1989,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,170,0,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-11.10.1990","11.10.1990",1990,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-06.09.1996","06.09.1996",1996,9,6,0,0,0,0,0,0,0,12.5,0,320,0,0,0,0,0,7.5,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,57.5,17.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,32.5,160,0,0,0,0,0,0,2.5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,337.5,0,0,0,2.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-26.08.1997","26.08.1997",1997,8,26,0,0,0,0,0,0,0,5,0,80,0,0,0,0,0,12.5,0,0,0,0,0,242.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,2.5,0,0,0,0,80,0,12.5,0,2.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,160,0,0,0,240,37.5,0,0,0,0,0,0,80,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,7.5,0,0,0,320,0,0,0,2.5,0,0,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-04.09.1998","04.09.1998",1998,9,4,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,5,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,400,12.5,2.5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,80,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,160,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,80,0,0,0,0,2.5,80,0,0,80,0,0,0,0,0,2.5,0,12.5,0,0,0,0,0,5,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-05.10.1999","05.10.1999",1999,10,5,0,0,0,0,0,0,0,2.5,0,80,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,400,0,0,0,0,2.5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,320,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,2.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-24.08.2000","24.08.2000",2000,8,24,0,0,0,2.5,0,0,0,5,0,80,0,0,0,0,0,5,0,0,0,0,0,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,240,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7.5,0,0,0,0,0,0,0,2.5,0,0,0,892.5,0,0,0,0,0,0,0,0,0,2.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-03.10.2001","03.10.2001",2001,10,3,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,2.5,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,2.5,0,0,0,0,12.5,0,2.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,560,0,0,0,0,0,0,0,160,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,242.5,0,0,0,2.5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-20.09.2002","20.09.2002",2002,9,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2.5,2.5,0,0,0,50,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,35,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,20,0,0,0,0,0,0,0,2.5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
