"site_id","sgn_id","sample_id","year","month","day","ACROLOXUS LACUSTRIS","AESHNA SP.","AGAPETUS SP.","AGRYPNIA SP.","AMELETUS SP.","ANISOPTERA GEN. SP.","ANODONTA SP.","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","AQUARIUS NAJAS","ARCTOPSYCHE LADOGENSIS","ARGYRONETA AQUATICA","ARTHROPLEA CONGENER","ASELLUS AQUATICUS","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEODES MINUTUS","BITHYNIA LEACHII SSP.","BITHYNIA TENTACULATA","BIVALVIA GEN. SP.","BRACHYCENTRUS SUBNUBILUS","BRACHYPTERA SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CAPNIA SP.","CAPNOPSIS SCHILLERI SSP.","CERATOPOGONIDAE GEN. SP.","CHAOBORUS SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTER BOLTONII","CORDULIA AENEA","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DINOCRAS CEPHALOTES","DIPTERA GEN. SP.","DIXA SP.","DIXELLA SP.","DYTISCIDAE GEN. SP.","ECNOMUS TENELLUS","ELMIS AENEA","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARUS SP.","GASTROPODA GEN. SP.","GERRIS SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMA SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SANGUISUGA","HALIPLUS SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HOLOSTOMIS ATRATA","HYDRACHNIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIA SP.","LEUCTRA SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MARGARITIFERA MARGARITIFERA","MICRASEMA GELIDUM","MICRASEMA SETIFERUM SSP.","MOLANNA ANGUSTATA","MOLANNODES TINCTUS","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NOTERUS SP.","NOTONECTA GLAUCA SSP.","OLIGOCHAETA GEN. SP.","OLIGOSTOMIS RETICULATA","OLIGOTRICHA STRIATA","OULIMNIUS SP.","PARALEPTOPHLEBIA SP.","PEDICIA SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEA BIPUNCTATA","PHYSA FONTINALIS","PLANORBIDAE GEN. SP.","PLATYCNEMIS PENNIPES","PLECOPTERA GEN. SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERA SP.","RHYACOPHILA SP.","RIOLUS CUPREUS","RIOLUS NITENS","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHONOPERLA BURMEISTERI","SISYRA SP.","SOMATOCHLORA FLAVOMACULATA","SOMATOCHLORA METALLICA","SPHAERIIDAE GEN. SP.","STENELMIS CANALICULATA","STRATIOMYIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THEODOXUS FLUVIATILIS SSP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","TRIOGMA SP.","TURBELLARIA GEN. SP.","UNIO SP.","VALVATA CRISTATA","VALVATA PISCINALIS SSP.","ZWICKNIA BIFRONS","ZYGOPTERA GEN. SP."
104000001,"SWE_038_MZB_LO_1","104000001_29.09.2000",2000,"9",29,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,82.6,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,93.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.8,5.4,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,2.6,0,0,0,0,3.6,0,0,0,0,15.8,0,1.8,0,0,0,0,0,0,0,0,0.2,0,36.8,0,0,0.4,0,0,2.8,0,0,5.2,0,0,0,0,0,0,0,1.4,0.4,0,0,5.2,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_18.09.2001",2001,"9",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,4.4,2.8,0,0,53.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,7.2,3,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2.4,0.2,0,0,0,8,0,0,0.2,2.6,14.4,0,5.2,0,0.2,0.4,0,0,0,0,0,0,0,10.2,0,0,0.2,0,0,0.8,0,0,1.2,0,0,0,0.2,0,0,0,2.6,0,0,0,0.6,0,0,0,0,0,0,0.2,0.8,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_27.09.2002",2002,"9",27,0,0,0,0,6.2,0,0,0,0,0,2.4,0,0,13.8,0,0,191,0,0,0,0,0,0,0,0,0,0,1.2,2.2,0,0,175,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,1.8,1.6,0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5.4,1,0,0,0,4.8,0.2,0.8,0,0,26.8,0,1.6,0,0,0,0,0,0,0,0,0,0,47,0,0,0.6,0,0,0.2,0,0,5,0,0,0,0,0,0,0,6.6,0,0,0,9.6,0,0,0,0,0,0,28.8,1.6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_22.09.2003",2003,"9",22,0,0,0,0,1.6,0,0,0,0,0,0.8,0,0,0,0,0,158.4,0,0,0,0,0,0.2,0,0,0,0,3.2,2.2,0,0,38.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,17.4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,4.4,1.2,0,0,0.8,2.8,0,1,0,0.4,36.8,0,1.6,0,0,0.4,0,0,0.2,0,0,0,0,11,0,0,2,0,0,0,0,0,5.6,0,0,0,0,0,0,0,1.6,0,0,0,9,0,0,0,0,0,0,17.4,1.8,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_16.09.2004",2004,"9",16,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,108.8,0,0,0,0,0,0,0,0,0,0,1,2.6,0,0,49.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,14.8,6.4,0,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,1.4,0.8,0,0,0.4,1.8,0,0,0.2,0,32.4,0,0.8,0,0,0,0,0,0,0,0,0,0,12.6,0,0,1.6,0,0,0.2,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,20.2,1.2,0,0,0,0.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_16.09.2005",2005,"9",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,0,0,0,0,0,0,0,0,0,0,0.2,6.2,0,0,30.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,19.2,3.6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1.6,0.4,0,0,0,0.6,0,0,0,0,42,0,0.6,0,0.2,0,0,0,0,0,0,0,0.2,22.6,0,0,2,0,0,2.2,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,18.2,0.4,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0.2,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_13.09.2006",2006,"9",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.8,0,0,0,0,0,0,0,0,0,0,0.2,5.4,0,0,43.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.2,4.6,0,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,2,0.6,0,0,0.2,11.2,0,0,0,0,64.2,0,3.6,0.2,0,0,0,0,0,0,0,0,0,11.2,0,0,2.6,0,0,0.4,0,0,3.8,0,0,0,0,0,0,0,2.2,0,0,0,10.6,0,0,0,0,0,0,1.6,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_25.09.2007",2007,"9",25,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,9.4,0,0,0,0,0.2,0,0,0.4,0,0.2,0,0,0,0,4.4,1.8,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.4,0,0,0,1.4,0,0,0,0,13.4,0,0.8,0,0,0,0,0,0,0,0,0,0,1.6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0.2,0,0,7.8,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_23.09.2008",2008,"9",23,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,16,0,0,94.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,25.4,13,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,8.8,0.2,0,0,0.2,9.4,0,0.8,0,0,41.6,0,2.8,0,0,0,0,0,0,0,0,0,0,3.4,0,0,6.8,0,0,9,0,0,2.8,0,0,0,0,0,0,0,2.6,0,0,0,3.4,0,0,0,0,0,0,14,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_01.10.2009",2009,"10",1,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,95.4,0,0,0,0,0,0,0,0,0,0,0.6,11.4,0,0,108.8,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,33.2,5.2,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,4.2,0.2,0,0,1,14.8,0,1,0,0,71.2,0,1.6,0,0,0.8,0,0,0,0,0,0,0,21.8,0,0,4,0,0,2,0,0,7.8,0,0,0,0,0,0,0,4.2,0.2,0,0,6,0,0,0,0,0,0,4.4,1.2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_13.09.2010",2010,"9",13,0,0,0,0,2.6,0,0,0,0,0,0.4,0,0,0,0,0,55.8,0,0,0,0,0,0,0,0,0,0,0.2,10.4,0,0,83.8,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,26.4,3.8,0,22.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,3,0,0,7.2,0.4,0,0,0,16.2,0,0.6,0.2,0,80,0,0,0,0.6,0,0,0,0,0,0,0,0,2.2,0,0,5.4,0,0,1.4,0,0,5.6,0,0,0,0,0,0,0,0.6,0,0,0,7.4,0,0,0,0.2,0,0,13.2,1.6,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_11.09.2011",2011,"9",11,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,57.6,0,0,0,0,0,0,0.2,0,0,0,0,11,0,0,19.6,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,44.4,8.6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,4.8,0.6,0,0,0.4,7.8,0,1,0,0,15,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,20,0,0,9.2,0,0,6.2,0,0,3.4,0,0,0,0.2,0,0,0,0.8,0,0,0,6.8,0,0,0,0.4,0,0,1.6,1.6,0,0,0,0.2,0,0,0,1.8,0,0,0,0,0,0.2,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_12.09.2012",2012,"9",12,0,0,0,0,0.6,0,0,0,0,0,0.4,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0.6,2,0,0,58.6,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,27.4,5,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,2.2,0.8,0,0,0,7.4,0,0.2,0,0,64.8,0,1.8,0,0,0.2,0,0,0,0,0,0,0,12.6,0,0,2.8,0,0,3,0,0,4.6,0,0,0,0,0,0,0,0.2,0,0,0,3.2,0,0,0,0.2,0,0.2,28.4,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0
