"site_id","sgn_id","sample_id","year","month","day","AGRIOTYPUS SP.","ANISOPTERA GEN. SP.","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","ARANEAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BDELLOCEPHALA PUNCTATA","BERAEA MAURUS","BERAEODES MINUTUS","BIBIONIDAE GEN. SP.","BRACHYCENTRUS MACULATUS","BRACHYCENTRUS SUBNUBILUS","BRACHYCERA GEN. SP.","BRANCHIOBDELLA SP.","CAENIS SP.","CALOPTERYGIDAE GEN. SP.","CAMBARIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTER SP.","COROPHIUM SP.","CRAMBIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYBAEIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","DECAPODA GEN. SP.","DIPTERA GEN. SP.","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DRYOPS SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECHINOGAMMARUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHEMEROPTERA GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","FANNIA SP.","GAMMARUS FOSSARUM/PULEX","GAMMARUS ROESELII","GASTROPODA GEN. SP.","GERRIS SP.","GLOSSIPHONIA SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLUS SP.","HELOBDELLA SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HIRUDINEA GEN. SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROMETRA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYDROSCAPHA SP.","HYDROZOA GEN. SP.","ISOPODA GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTES SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MICRASEMA LONGULUM","MICRASEMA SETIFERUM SETIFERUM","MICRONECTA SP.","MICROVELIA SP.","MUSCIDAE GEN. SP.","NEMATOCERA GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NEPA SP.","NIPHARGUS SP.","NOTERUS SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","ONYCHOGOMPHUS SP.","OSMYLUS SP.","PERLIDAE GEN. SP.","PERLIDAE/PERLODIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS SP.","PLECOPTERA GEN. SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POMATINUS SUBSTRIATUS","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRA SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","THEROMYZON SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TURBELLARIA GEN. SP.","VALVATA SP.","VELIA SP."
105000001,"LUX_027_MZB_LO_1","105000001_27.08.2007",2007,"8",27,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,2,0,0,111,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,30,0,3,3,0,0,0,0,1062,0,0,0,0,0,4,12,0,0,0,0,15,0,0,0,0,6,41,0,0,8,4,0,0,0,0,22,0,12,0,3,16,69,21,0,0,0,0,0,0,6,0,4,1,0,0,0,0,77,0,0,2,0,0,0,0,0,4,0,0,0,14,0,5,4,0,0,24,0,0,0,0,0,95,0,4,0,0,0,0,0,0,2,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_21.08.2008",2008,"8",21,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,121,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,19,0,6,8,0,0,0,0,432,0,0,0,1,0,3,0,0,0,0,0,34,0,0,0,0,0,26,0,0,6,17,0,0,0,1,0,0,0,0,0,0,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,25,0,0,7,3,2,54,0,180,0,0,2,0,0,0,0,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_19.08.2009",2009,"8",19,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,4,0,0,906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,61,0,8,14,0,2,0,0,1470,0,0,0,0,0,102,0,0,0,0,0,367,0,0,0,3,8,3,0,0,62,18,0,0,0,1,8,0,8,0,7,22,45,5,0,0,0,0,7,0,1,0,25,0,0,0,0,3,117,0,0,0,0,0,0,0,0,23,0,0,0,14,0,0,1,1,0,17,0,0,0,0,0,74,0,4,0,0,0,0,0,0,0,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_24.08.2011",2011,"8",24,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,2,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,40,0,1,5,0,0,0,0,578,0,0,2,0,0,12,1,0,0,0,0,108,0,0,0,0,13,1,0,0,48,0,0,0,0,0,1,8,22,0,10,2,5,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,110,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,1,6,0,1,0,0,0,0,2,380,0,9,0,0,14,0,0,0,37,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_18.08.2012",2012,"8",18,0,0,0,0,0,1,1,0,613,0,0,0,0,0,0,0,0,0,3,0,1,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,89,0,8,2,0,0,1,0,2112,0,0,0,0,0,9,0,0,0,0,0,59,0,0,0,7,10,0,0,0,69,1,0,0,0,0,0,0,8,0,10,5,28,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,3,3,0,14,0,0,0,0,0,130,0,8,0,0,0,0,0,0,0,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_19.09.2013",2013,"9",19,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,7,0,0,407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,146,1,5,14,0,0,0,0,1478,0,0,0,0,0,20,1,0,0,0,0,654,0,0,0,3,14,1,0,0,80,0,0,0,0,0,2,1,160,0,6,12,24,1,0,0,0,0,0,0,8,1,55,0,0,0,0,1,50,0,0,0,0,2,0,0,0,4,0,0,0,35,0,0,3,11,0,16,0,0,0,0,1,99,0,9,0,0,1,0,0,0,0,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_14.10.2014",2014,"10",14,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,2,305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,66,0,9,20,0,0,0,0,1200,0,0,0,0,0,91,16,0,0,0,0,306,0,0,0,0,1,6,0,0,512,0,0,0,0,0,1,0,31,0,6,1,19,0,0,0,0,1,0,0,12,0,25,0,0,0,0,1,159,0,0,7,0,4,0,0,0,51,0,0,0,15,0,5,5,72,0,14,0,0,0,3,4,5,0,7,0,0,1,0,0,0,0,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_01.10.2015",2015,"10",1,0,0,0,0,1,0,0,0,138,0,0,0,0,0,0,0,0,0,3,0,1,203,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,2,0,161,0,10,29,0,0,0,0,614,0,0,2,0,0,62,11,0,0,0,0,98,0,0,0,1,15,44,0,0,74,0,0,0,2,0,0,35,26,0,4,0,27,7,0,0,0,24,0,0,7,0,11,0,0,0,0,1,100,0,0,1,0,1,0,0,2,11,0,0,0,46,0,2,7,24,0,4,0,1,0,7,2,11,0,24,0,0,1,0,0,1,1,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_07.10.2016",2016,"10",7,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,11,0,2,16,0,0,0,0,810,0,0,1,0,0,4,9,0,0,0,0,217,0,0,0,0,4,2,0,0,92,0,0,0,0,0,0,1,14,0,3,1,7,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,22,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,3,2,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0
105000001,"LUX_027_MZB_LO_1","105000001_27.09.2017",2017,"9",27,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,1,0,3,202,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,30,4,0,180,0,2,22,0,0,0,0,1043,0,0,0,0,0,54,11,0,0,0,0,332,0,0,0,0,99,1017,0,0,107,0,0,0,0,0,1,7,29,0,54,0,67,3,0,0,0,1,0,0,3,0,33,0,0,0,0,3,123,0,0,1,0,0,0,0,0,23,0,0,0,1,0,8,6,6,0,12,0,0,0,6,2,67,0,156,0,0,0,0,0,0,3,0,0,0,0
